best_match_score,__id_left,__id_right,license_id,address,permit,apn,parsed_address
0.7884970812947834,str-03295l,str-03295l,str-03295l,7066 jackson dr 92119,str-03295l,6741701100,7066 jackson dr 92119
0.7883950754796206,str-05665l,str-05665l,str-05665l,4225 mt. voss dr 92117,str-05665l,3618551100,4225 mt voss dr 92117
0.7882447030617915,str-04585l,str-04585l,str-04585l,11942 rancho bernardo rd rd #a 92128,str-04585l,2731900802,11918 rancho bernardo rd #b 92128
0.7882447030617915,str-04585l,str-04585l,str-04585l,11942 rancho bernardo rd rd #a 92128,str-04585l,2731900818,11942 rancho bernardo rd #o 92128
0.7882447030617915,str-04585l,str-04585l,str-04585l,11942 rancho bernardo rd rd #a 92128,str-04585l,2731900830,11984 rancho bernardo rd #g 92128
0.7882447030617915,str-04585l,str-04585l,str-04585l,11942 rancho bernardo rd rd #a 92128,str-04585l,2731900821,11942 rancho bernardo rd #r 92128
0.7882447030617915,str-04585l,str-04585l,str-04585l,11942 rancho bernardo rd rd #a 92128,str-04585l,2731900834,11988 rancho bernardo rd #a 92128
0.7882447030617915,str-04585l,str-04585l,str-04585l,11942 rancho bernardo rd rd #a 92128,str-04585l,2731900801,11918 rancho bernardo rd #a 92128
0.7882447030617915,str-04585l,str-04585l,str-04585l,11942 rancho bernardo rd rd #a 92128,str-04585l,2731900835,11988 rancho bernardo rd #b 92128
0.7882447030617915,str-04585l,str-04585l,str-04585l,11942 rancho bernardo rd rd #a 92128,str-04585l,2731900805,11942 rancho bernardo rd #b 92128
0.7882447030617915,str-04585l,str-04585l,str-04585l,11942 rancho bernardo rd rd #a 92128,str-04585l,2731900816,11942 rancho bernardo rd #m 92128
0.7882447030617915,str-04585l,str-04585l,str-04585l,11942 rancho bernardo rd rd #a 92128,str-04585l,2731900824,11984 rancho bernardo rd #a 92128
0.7882447030617915,str-04585l,str-04585l,str-04585l,11942 rancho bernardo rd rd #a 92128,str-04585l,2731900806,11942 rancho bernardo rd #c 92128
0.7882447030617915,str-04585l,str-04585l,str-04585l,11942 rancho bernardo rd rd #a 92128,str-04585l,2731900820,11942 rancho bernardo rd #q 92128
0.7882447030617915,str-04585l,str-04585l,str-04585l,11942 rancho bernardo rd rd #a 92128,str-04585l,2731900822,11942 rancho bernardo rd #s 92128
0.7882447030617915,str-04585l,str-04585l,str-04585l,11942 rancho bernardo rd rd #a 92128,str-04585l,2731900813,11942 rancho bernardo rd #j 92128
0.7882447030617915,str-04585l,str-04585l,str-04585l,11942 rancho bernardo rd rd #a 92128,str-04585l,2731900827,11984 rancho bernardo rd #d 92128
0.7882447030617915,str-04585l,str-04585l,str-04585l,11942 rancho bernardo rd rd #a 92128,str-04585l,2731900831,11984 rancho bernardo rd #h 92128
0.7882447030617915,str-04585l,str-04585l,str-04585l,11942 rancho bernardo rd rd #a 92128,str-04585l,2731900812,11942 rancho bernardo rd #i 92128
0.7882447030617915,str-04585l,str-04585l,str-04585l,11942 rancho bernardo rd rd #a 92128,str-04585l,2731900814,11942 rancho bernardo rd #k 92128
0.7882447030617915,str-04585l,str-04585l,str-04585l,11942 rancho bernardo rd rd #a 92128,str-04585l,2731900823,11942 rancho bernardo rd #t 92128
0.7882447030617915,str-04585l,str-04585l,str-04585l,11942 rancho bernardo rd rd #a 92128,str-04585l,2731900815,11942 rancho bernardo rd #l 92128
0.7882447030617915,str-04585l,str-04585l,str-04585l,11942 rancho bernardo rd rd #a 92128,str-04585l,2731900828,11984 rancho bernardo rd #e 92128
0.7882447030617915,str-04585l,str-04585l,str-04585l,11942 rancho bernardo rd rd #a 92128,str-04585l,2731900811,11942 rancho bernardo rd #h 92128
0.7882447030617915,str-04585l,str-04585l,str-04585l,11942 rancho bernardo rd rd #a 92128,str-04585l,2731900836,11988 rancho bernardo rd #c 92128
0.7882447030617915,str-04585l,str-04585l,str-04585l,11942 rancho bernardo rd rd #a 92128,str-04585l,2731900832,11984 rancho bernardo rd #i 92128
0.7882447030617915,str-04585l,str-04585l,str-04585l,11942 rancho bernardo rd rd #a 92128,str-04585l,2731900807,11942 rancho bernardo rd #d 92128
0.7882447030617915,str-04585l,str-04585l,str-04585l,11942 rancho bernardo rd rd #a 92128,str-04585l,2731900837,11988 rancho bernardo rd #d 92128
0.7882447030617915,str-04585l,str-04585l,str-04585l,11942 rancho bernardo rd rd #a 92128,str-04585l,2731900817,11942 rancho bernardo rd #n 92128
0.7882447030617915,str-04585l,str-04585l,str-04585l,11942 rancho bernardo rd rd #a 92128,str-04585l,2731900825,11984 rancho bernardo rd #b 92128
0.7882447030617915,str-04585l,str-04585l,str-04585l,11942 rancho bernardo rd rd #a 92128,str-04585l,2731900804,11942 rancho bernardo rd #a 92128
0.7882447030617915,str-04585l,str-04585l,str-04585l,11942 rancho bernardo rd rd #a 92128,str-04585l,2731900829,11984 rancho bernardo rd #f 92128
0.7882447030617915,str-04585l,str-04585l,str-04585l,11942 rancho bernardo rd rd #a 92128,str-04585l,2731900819,11942 rancho bernardo rd #p 92128
0.7882447030617915,str-04585l,str-04585l,str-04585l,11942 rancho bernardo rd rd #a 92128,str-04585l,2731900838,11988 rancho bernardo rd #e 92128
0.7882447030617915,str-04585l,str-04585l,str-04585l,11942 rancho bernardo rd rd #a 92128,str-04585l,2731900826,11984 rancho bernardo rd #c 92128
0.7882447030617915,str-04585l,str-04585l,str-04585l,11942 rancho bernardo rd rd #a 92128,str-04585l,2731900809,11942 rancho bernardo rd #f 92128
0.7882447030617915,str-04585l,str-04585l,str-04585l,11942 rancho bernardo rd rd #a 92128,str-04585l,2731900808,11942 rancho bernardo rd #e 92128
0.7882447030617915,str-04585l,str-04585l,str-04585l,11942 rancho bernardo rd rd #a 92128,str-04585l,2731900839,11988 rancho bernardo rd #f 92128
0.7882447030617915,str-04585l,str-04585l,str-04585l,11942 rancho bernardo rd rd #a 92128,str-04585l,2731900833,11984 rancho bernardo rd #j 92128
0.7882447030617915,str-04585l,str-04585l,str-04585l,11942 rancho bernardo rd rd #a 92128,str-04585l,2731900810,11942 rancho bernardo rd #g 92128
0.7882447030617915,str-04585l,str-04585l,str-04585l,11942 rancho bernardo rd rd #a 92128,str-04585l,2731900803,11918 rancho bernardo rd #c 92128
0.7880069427741637,str-06839l,str-06839l,str-06839l,11040 red cedar dr 92131,str-06839l,3631810700,11040 red cedar dr 92131
0.7868588803039912,str-04147l,str-04147l,str-04147l,3355 ocean front walk #b 92109,str-04147l,4236410905,3355 ocean front walk #e 92109
0.7868588803039912,str-04147l,str-04147l,str-04147l,3355 ocean front walk #b 92109,str-04147l,4236410902,3355 ocean front walk #b 92109
0.7868588803039912,str-04147l,str-04147l,str-04147l,3355 ocean front walk #b 92109,str-04147l,4236410901,3355 ocean front walk #a 92109
0.7868588803039912,str-04147l,str-04147l,str-04147l,3355 ocean front walk #b 92109,str-04147l,4236410903,3355 ocean front walk #c 92109
0.7868588803039912,str-04147l,str-04147l,str-04147l,3355 ocean front walk #b 92109,str-04147l,4236410904,3355 ocean front walk #d 92109
0.7868588803039912,str-04147l,str-04147l,str-04147l,3355 ocean front walk #b 92109,str-04147l,4236410906,3355 ocean front walk #f 92109
0.7868236131110199,str-01894l,str-01894l,str-01894l,6160 calle empinada 92120,str-01894l,6732000300,6160 calle empinada 92120
0.7858834705460693,str-00657l,str-00657l,str-00657l,7530 woodbine wy 92114,str-00657l,5824121900,7530 woodbine way 92114
0.7849749200910019,str-00733l,str-00733l,str-00733l,1737 fort stockton dr 92103,str-00733l,4436500600,1737 fort stockton dr 92103
0.7848442144389673,str-02545l,str-02545l,str-02545l,7420 vista del mar ave 92037,str-02545l,3510110100,7420 vista del mar ave 92037
0.7839455633809177,str-06841l,str-06791l,str-06841l,7781 canyon point ln 92126,str-06791l,3093320200,7781 canyon point ln 92126
0.7838666194747295,str-05309l,str-05309l,str-05309l,3676 windswept ter 92130,str-05309l,3041612500,3676 windswept ter 92130
0.7832878753721881,str-06867l,str-06867l,str-06867l,4383 van dyke ave 92105,str-06867l,4710610300,4383 van dyke ave 92105
0.7824930002757232,str-07259l,str-02525l,str-07259l,8761 lake murray blvd #5 92119,str-02525l,4576102677,8765 lake murray blvd #07 92119
0.7824930002757232,str-07259l,str-02525l,str-07259l,8761 lake murray blvd #5 92119,str-02525l,4576102650,8727 lake murray blvd #10 92119
0.7824930002757232,str-07259l,str-02525l,str-07259l,8761 lake murray blvd #5 92119,str-02525l,4576102674,8757 lake murray blvd #05 92119
0.7824930002757232,str-07259l,str-02525l,str-07259l,8761 lake murray blvd #5 92119,str-02525l,4576102670,8737 lake murray blvd #07 92119
0.7824930002757232,str-07259l,str-02525l,str-07259l,8761 lake murray blvd #5 92119,str-02525l,4576102660,8721 lake murray blvd #04 92119
0.7824930002757232,str-07259l,str-02525l,str-07259l,8761 lake murray blvd #5 92119,str-02525l,4576102657,8715 lake murray blvd #06 92119
0.7824930002757232,str-07259l,str-02525l,str-07259l,8761 lake murray blvd #5 92119,str-02525l,4576102653,8727 lake murray blvd #07 92119
0.7824930002757232,str-07259l,str-02525l,str-07259l,8761 lake murray blvd #5 92119,str-02525l,4576102610,8727 lake murray blvd #03 92119
0.7824930002757232,str-07259l,str-02525l,str-07259l,8761 lake murray blvd #5 92119,str-02525l,4576102613,8715 lake murray blvd #04 92119
0.7824930002757232,str-07259l,str-02525l,str-07259l,8761 lake murray blvd #5 92119,str-02525l,4576102606,8761 lake murray blvd #02 92119
0.7824930002757232,str-07259l,str-02525l,str-07259l,8761 lake murray blvd #5 92119,str-02525l,4576102684,8717 navajo rd #04 92119
0.7824930002757232,str-07259l,str-02525l,str-07259l,8761 lake murray blvd #5 92119,str-02525l,4576102609,8727 lake murray blvd #04 92119
0.7824930002757232,str-07259l,str-02525l,str-07259l,8761 lake murray blvd #5 92119,str-02525l,4576102636,8765 lake murray blvd #02 92119
0.7824930002757232,str-07259l,str-02525l,str-07259l,8761 lake murray blvd #5 92119,str-02525l,4576102645,8761 lake murray blvd #10 92119
0.7824930002757232,str-07259l,str-02525l,str-07259l,8761 lake murray blvd #5 92119,str-02525l,4576102619,8733 lake murray blvd #04 92119
0.7824930002757232,str-07259l,str-02525l,str-07259l,8761 lake murray blvd #5 92119,str-02525l,4576102649,8761 lake murray blvd #06 92119
0.7824930002757232,str-07259l,str-02525l,str-07259l,8761 lake murray blvd #5 92119,str-02525l,4576102602,8729 navajo rd #01 92119
0.7824930002757232,str-07259l,str-02525l,str-07259l,8761 lake murray blvd #5 92119,str-02525l,4576102625,8737 lake murray blvd #04 92119
0.7824930002757232,str-07259l,str-02525l,str-07259l,8761 lake murray blvd #5 92119,str-02525l,4576102608,8727 lake murray blvd #05 92119
0.7824930002757232,str-07259l,str-02525l,str-07259l,8761 lake murray blvd #5 92119,str-02525l,4576102656,8715 lake murray blvd #07 92119
0.7824930002757232,str-07259l,str-02525l,str-07259l,8761 lake murray blvd #5 92119,str-02525l,4576102683,8717 navajo rd #03 92119
0.7824930002757232,str-07259l,str-02525l,str-07259l,8761 lake murray blvd #5 92119,str-02525l,4576102646,8761 lake murray blvd #09 92119
0.7824930002757232,str-07259l,str-02525l,str-07259l,8761 lake murray blvd #5 92119,str-02525l,4576102627,8737 lake murray blvd #02 92119
0.7824930002757232,str-07259l,str-02525l,str-07259l,8761 lake murray blvd #5 92119,str-02525l,4576102681,8765 lake murray blvd #11 92119
0.7824930002757232,str-07259l,str-02525l,str-07259l,8761 lake murray blvd #5 92119,str-02525l,4576102617,8721 lake murray blvd #01 92119
0.7824930002757232,str-07259l,str-02525l,str-07259l,8761 lake murray blvd #5 92119,str-02525l,4576102667,8737 lake murray blvd #10 92119
0.7824930002757232,str-07259l,str-02525l,str-07259l,8761 lake murray blvd #5 92119,str-02525l,4576102620,8733 lake murray blvd #02 92119
0.7824930002757232,str-07259l,str-02525l,str-07259l,8761 lake murray blvd #5 92119,str-02525l,4576102626,8737 lake murray blvd #03 92119
0.7824930002757232,str-07259l,str-02525l,str-07259l,8761 lake murray blvd #5 92119,str-02525l,4576102624,8737 lake murray blvd #05 92119
0.7824930002757232,str-07259l,str-02525l,str-07259l,8761 lake murray blvd #5 92119,str-02525l,4576102611,8727 lake murray blvd #02 92119
0.7824930002757232,str-07259l,str-02525l,str-07259l,8761 lake murray blvd #5 92119,str-02525l,4576102601,8729 navajo rd #02 92119
0.7824930002757232,str-07259l,str-02525l,str-07259l,8761 lake murray blvd #5 92119,str-02525l,4576102640,8765 lake murray blvd #06 92119
0.7824930002757232,str-07259l,str-02525l,str-07259l,8761 lake murray blvd #5 92119,str-02525l,4576102651,8727 lake murray blvd #09 92119
0.7824930002757232,str-07259l,str-02525l,str-07259l,8761 lake murray blvd #5 92119,str-02525l,4576102661,8733 lake murray blvd #08 92119
0.7824930002757232,str-07259l,str-02525l,str-07259l,8761 lake murray blvd #5 92119,str-02525l,4576102604,8761 lake murray blvd #04 92119
0.7824930002757232,str-07259l,str-02525l,str-07259l,8761 lake murray blvd #5 92119,str-02525l,4576102607,8761 lake murray blvd #01 92119
0.7824930002757232,str-07259l,str-02525l,str-07259l,8761 lake murray blvd #5 92119,str-02525l,4576102642,8717 navajo rd #02 92119
0.7824930002757232,str-07259l,str-02525l,str-07259l,8761 lake murray blvd #5 92119,str-02525l,4576102618,8721 lake murray blvd #02 92119
0.7824930002757232,str-07259l,str-02525l,str-07259l,8761 lake murray blvd #5 92119,str-02525l,4576102637,8765 lake murray blvd #03 92119
0.7824930002757232,str-07259l,str-02525l,str-07259l,8761 lake murray blvd #5 92119,str-02525l,4576102678,8765 lake murray blvd #08 92119
0.7824930002757232,str-07259l,str-02525l,str-07259l,8761 lake murray blvd #5 92119,str-02525l,4576102633,8769 lake murray blvd #01 92119
0.7824930002757232,str-07259l,str-02525l,str-07259l,8761 lake murray blvd #5 92119,str-02525l,4576102629,8757 lake murray blvd #04 92119
0.7824930002757232,str-07259l,str-02525l,str-07259l,8761 lake murray blvd #5 92119,str-02525l,4576102669,8737 lake murray blvd #08 92119
0.7824930002757232,str-07259l,str-02525l,str-07259l,8761 lake murray blvd #5 92119,str-02525l,4576102664,8733 lake murray blvd #05 92119
0.7824930002757232,str-07259l,str-02525l,str-07259l,8761 lake murray blvd #5 92119,str-02525l,4576102648,8761 lake murray blvd #07 92119
0.7824930002757232,str-07259l,str-02525l,str-07259l,8761 lake murray blvd #5 92119,str-02525l,4576102658,8715 lake murray blvd #05 92119
0.7824930002757232,str-07259l,str-02525l,str-07259l,8761 lake murray blvd #5 92119,str-02525l,4576102663,8733 lake murray blvd #07 92119
0.7824930002757232,str-07259l,str-02525l,str-07259l,8761 lake murray blvd #5 92119,str-02525l,4576102614,8715 lake murray blvd #03 92119
0.7824930002757232,str-07259l,str-02525l,str-07259l,8761 lake murray blvd #5 92119,str-02525l,4576102632,8757 lake murray blvd #01 92119
0.7824930002757232,str-07259l,str-02525l,str-07259l,8761 lake murray blvd #5 92119,str-02525l,4576102612,8727 lake murray blvd #01 92119
0.7824930002757232,str-07259l,str-02525l,str-07259l,8761 lake murray blvd #5 92119,str-02525l,4576102615,8715 lake murray blvd #02 92119
0.7824930002757232,str-07259l,str-02525l,str-07259l,8761 lake murray blvd #5 92119,str-02525l,4576102662,8733 lake murray blvd #06 92119
0.7824930002757232,str-07259l,str-02525l,str-07259l,8761 lake murray blvd #5 92119,str-02525l,4576102635,8765 lake murray blvd #01 92119
0.7824930002757232,str-07259l,str-02525l,str-07259l,8761 lake murray blvd #5 92119,str-02525l,4576102647,8761 lake murray blvd #08 92119
0.7824930002757232,str-07259l,str-02525l,str-07259l,8761 lake murray blvd #5 92119,str-02525l,4576102671,8757 lake murray blvd #08 92119
0.7824930002757232,str-07259l,str-02525l,str-07259l,8761 lake murray blvd #5 92119,str-02525l,4576102680,8765 lake murray blvd #10 92119
0.7824930002757232,str-07259l,str-02525l,str-07259l,8761 lake murray blvd #5 92119,str-02525l,4576102666,8737 lake murray blvd #11 92119
0.7824930002757232,str-07259l,str-02525l,str-07259l,8761 lake murray blvd #5 92119,str-02525l,4576102676,8769 lake murray blvd #04 92119
0.7824930002757232,str-07259l,str-02525l,str-07259l,8761 lake murray blvd #5 92119,str-02525l,4576102641,8717 navajo rd #01 92119
0.7824930002757232,str-07259l,str-02525l,str-07259l,8761 lake murray blvd #5 92119,str-02525l,4576102679,8765 lake murray blvd #09 92119
0.7824930002757232,str-07259l,str-02525l,str-07259l,8761 lake murray blvd #5 92119,str-02525l,4576102659,8721 lake murray blvd #03 92119
0.7824930002757232,str-07259l,str-02525l,str-07259l,8761 lake murray blvd #5 92119,str-02525l,4576102682,8765 lake murray blvd #12 92119
0.7824930002757232,str-07259l,str-02525l,str-07259l,8761 lake murray blvd #5 92119,str-02525l,4576102622,8733 lake murray blvd #01 92119
0.7824930002757232,str-07259l,str-02525l,str-07259l,8761 lake murray blvd #5 92119,str-02525l,4576102643,8729 navajo rd #04 92119
0.7824930002757232,str-07259l,str-02525l,str-07259l,8761 lake murray blvd #5 92119,str-02525l,4576102603,8761 lake murray blvd #05 92119
0.7824930002757232,str-07259l,str-02525l,str-07259l,8761 lake murray blvd #5 92119,str-02525l,4576102621,8733 lake murray blvd #03 92119
0.7824930002757232,str-07259l,str-02525l,str-07259l,8761 lake murray blvd #5 92119,str-02525l,4576102652,8727 lake murray blvd #08 92119
0.7824930002757232,str-07259l,str-02525l,str-07259l,8761 lake murray blvd #5 92119,str-02525l,4576102675,8769 lake murray blvd #03 92119
0.7824930002757232,str-07259l,str-02525l,str-07259l,8761 lake murray blvd #5 92119,str-02525l,4576102638,8765 lake murray blvd #04 92119
0.7824930002757232,str-07259l,str-02525l,str-07259l,8761 lake murray blvd #5 92119,str-02525l,4576102668,8737 lake murray blvd #09 92119
0.7824930002757232,str-07259l,str-02525l,str-07259l,8761 lake murray blvd #5 92119,str-02525l,4576102616,8715 lake murray blvd #01 92119
0.7824930002757232,str-07259l,str-02525l,str-07259l,8761 lake murray blvd #5 92119,str-02525l,4576102634,8769 lake murray blvd #02 92119
0.7824930002757232,str-07259l,str-02525l,str-07259l,8761 lake murray blvd #5 92119,str-02525l,4576102672,8757 lake murray blvd #07 92119
0.7824930002757232,str-07259l,str-02525l,str-07259l,8761 lake murray blvd #5 92119,str-02525l,4576102628,8737 lake murray blvd #01 92119
0.7824930002757232,str-07259l,str-02525l,str-07259l,8761 lake murray blvd #5 92119,str-02525l,4576102630,8757 lake murray blvd #03 92119
0.7824930002757232,str-07259l,str-02525l,str-07259l,8761 lake murray blvd #5 92119,str-02525l,4576102655,8715 lake murray blvd #08 92119
0.7824930002757232,str-07259l,str-02525l,str-07259l,8761 lake murray blvd #5 92119,str-02525l,4576102639,8765 lake murray blvd #05 92119
0.7824930002757232,str-07259l,str-02525l,str-07259l,8761 lake murray blvd #5 92119,str-02525l,4576102623,8737 lake murray blvd #06 92119
0.7824930002757232,str-07259l,str-02525l,str-07259l,8761 lake murray blvd #5 92119,str-02525l,4576102654,8727 lake murray blvd #06 92119
0.7824930002757232,str-07259l,str-02525l,str-07259l,8761 lake murray blvd #5 92119,str-02525l,4576102665,8737 lake murray blvd #12 92119
0.7824930002757232,str-07259l,str-02525l,str-07259l,8761 lake murray blvd #5 92119,str-02525l,4576102673,8757 lake murray blvd #06 92119
0.7824930002757232,str-07259l,str-02525l,str-07259l,8761 lake murray blvd #5 92119,str-02525l,4576102605,8761 lake murray blvd #03 92119
0.7824930002757232,str-07259l,str-02525l,str-07259l,8761 lake murray blvd #5 92119,str-02525l,4576102631,8757 lake murray blvd #02 92119
0.7824930002757232,str-07259l,str-02525l,str-07259l,8761 lake murray blvd #5 92119,str-02525l,4576102644,8729 navajo rd #03 92119
0.7817719313996234,str-02188l,str-04828l,str-02188l,712 san luis rey pl #1/2 92109,str-04828l,4237431604,716 san luis rey pl 92109
0.7817719313996234,str-02188l,str-04828l,str-02188l,712 san luis rey pl #1/2 92109,str-04828l,4237431601,712 san luis rey pl 92109
0.7817719313996234,str-02188l,str-04828l,str-02188l,712 san luis rey pl #1/2 92109,str-04828l,4237431603,714 san luis rey pl 92109
0.7817719313996234,str-02188l,str-04828l,str-02188l,712 san luis rey pl #1/2 92109,str-04828l,4237431602,/2 san luis rey pl #1 92109
0.7811469800083085,str-06984l,str-04136l,str-06984l,838 san jose pl 92109,str-04136l,4235772303,838 san jose pl 92109
0.7811469800083085,str-06984l,str-04136l,str-06984l,838 san jose pl 92109,str-04136l,4235772301,3802 bayside walk 92109
0.7811469800083085,str-06984l,str-04136l,str-06984l,838 san jose pl 92109,str-04136l,4235772302,834 san jose pl 92109
0.7807557161044307,str-03893l,str-03893l,str-03893l,8315 camino del oro 92037,str-03893l,3461621100,8315 camino del oro 92037
0.7807557161044307,str-00838l,str-00838l,str-00838l,8155 camino del oro 92037,str-00838l,3462721903,8155 camino del oro 92037
0.7807557161044307,str-00838l,str-00838l,str-00838l,8155 camino del oro 92037,str-00838l,3462721902,8149 camino del oro 92037
0.7807557161044307,str-00838l,str-00838l,str-00838l,8155 camino del oro 92037,str-00838l,3462721904,8151 camino del oro 92037
0.7807557161044307,str-07721l,str-07721l,str-07721l,8319 camino del oro 92037,str-07721l,3461621200,8319 camino del oro 92037
0.7807557161044307,str-00838l,str-00838l,str-00838l,8155 camino del oro 92037,str-00838l,3462721901,8153 camino del oro 92037
0.7801127103619614,str-02119l,str-02119l,str-02119l,2961 calle cumbre 92139,str-02119l,5641120600,2961 calle cumbre 92139
0.7801127103619614,str-00348l,str-00348l,str-00348l,2175 calle serena 92139,str-00348l,5870920800,2175 calle serena 92139
0.779998188034645,str-06745l,str-06745l,str-06745l,11125 blythe rd 92126,str-06745l,3093000600,11125 blythe rd 92126
0.779958898212269,str-03601l,str-03601l,str-03601l,2226 avenida de la playa #b 92037,str-03601l,3462850700,2226 avenida de la playa 92037
0.7795172781537587,str-04850l,str-01667l,str-04850l,3391 ocean front walk #d 92109,str-01667l,4236280101,3391 ocean front walk #a 92109
0.7795172781537587,str-04850l,str-01667l,str-04850l,3391 ocean front walk #d 92109,str-01667l,4236280104,3391 ocean front walk #d 92109
0.7795172781537587,str-04850l,str-01667l,str-04850l,3391 ocean front walk #d 92109,str-01667l,4236280103,3391 ocean front walk #b 92109
0.7795172781537587,str-04850l,str-01667l,str-04850l,3391 ocean front walk #d 92109,str-01667l,4236280102,3391 ocean front walk #c 92109
0.7793219010730055,str-03886l,str-03886l,str-03886l,4617 antioch pl 92115,str-03886l,4665300500,4617 antioch pl 92115
0.7791052114558125,str-01892l,str-01892l,str-01892l,1725 fort stockton dr 92103,str-01892l,4436500400,1725 fort stockton dr 92103
0.7789745058037779,str-07845l,str-07845l,str-07845l,6722 vista del mar ave #2 92037,str-07845l,3513840107,6722 vista del mar ave #07 92037
0.7789745058037779,str-07845l,str-07845l,str-07845l,6722 vista del mar ave #2 92037,str-07845l,3513840103,6722 vista del mar ave #03 92037
0.7789745058037779,str-07845l,str-07845l,str-07845l,6722 vista del mar ave #2 92037,str-07845l,3513840101,6722 vista del mar ave #01 92037
0.7789745058037779,str-07845l,str-07845l,str-07845l,6722 vista del mar ave #2 92037,str-07845l,3513840102,6722 vista del mar ave #02 92037
0.7789745058037779,str-07845l,str-07845l,str-07845l,6722 vista del mar ave #2 92037,str-07845l,3513840105,6722 vista del mar ave #05 92037
0.7789745058037779,str-07845l,str-07845l,str-07845l,6722 vista del mar ave #2 92037,str-07845l,3513840104,6722 vista del mar ave #04 92037
0.7789745058037779,str-07845l,str-07845l,str-07845l,6722 vista del mar ave #2 92037,str-07845l,3513840106,6722 vista del mar ave #06 92037
0.7786696499634921,str-01740l,str-01740l,str-01740l,8336 paseo del ocaso 92037,str-01740l,3461711700,8336 paseo del ocaso 92037
0.7786696499634921,str-01592l,str-01592l,str-01592l,8173 paseo del ocaso 92037,str-01592l,3462830200,8173 paseo del ocaso 92037
0.7786696499634921,str-06545l,str-06545l,str-06545l,8415 paseo del ocaso 92037,str-06545l,3460820200,8415 paseo del ocaso 92037
0.7779363216583053,str-04098l,str-04098l,str-04098l,3929 santa nella pl 92130,str-04098l,3071631100,3929 santa nella pl 92130
0.7778370478883653,str-06474l,str-06474l,str-06474l,10836 via san blas 92126,str-06474l,3181320400,10836 via san blas 92126
0.7776801454417809,str-00983l,str-00983l,str-00983l,7256 country club dr 92037,str-00983l,3522110700,7256 country club dr 92037
0.7771526601049262,str-05752l,str-05752l,str-05752l,7511 blue lake dr 92119,str-05752l,6742400700,7511 blue lake dr 92119
0.7761177348626547,str-05940l,str-05940l,str-05940l,6587 park ridge blvd 92120,str-05940l,6731500700,6587 park ridge blvd 92120
0.7759518329219302,str-07740l,str-07740l,str-07740l,8204 la jolla shores drive dr 92037,str-07740l,3462321300,8204 la jolla shores dr 92037
0.7759404014768755,str-03652l,str-03652l,str-03652l,5712 rutgers rd 92037,str-03652l,3582220400,5712 rutgers rd 92037
0.7758236185793914,str-04876l,str-04876l,str-04876l,815 san jose pl 92109,str-04876l,4235791100,815 san jose pl 92109
0.7758236185793914,str-06121l,str-06121l,str-06121l,811 san jose pl 92109,str-06121l,4235791200,811 san jose pl 92109
0.7756402933216923,str-07791l,str-07791l,str-07791l,1120 1120 virginia way 92037,str-07791l,3504830700,1120 virginia way 92037
0.7756294581433187,str-01128l,str-01128l,str-01128l,8425 n la jolla scenic drive n st 92037,str-01128l,3467610400,8425 n la jolla scenic dr 92037
0.7730014641797823,str-06272l,str-06272l,str-06272l,4531 jamestown wy 92117,str-06272l,3550400200,4531 jamestown way 92117
0.7720165947819222,str-05576l,str-05576l,str-05576l,6161 wolfstar court 92122,str-05576l,3488301100,6161 wolfstar court 92122
